,cuid,convert_30,revenue_30,roll_up,currentstatus,companytypegroup,team,customersource,accrole,num_employees,num_purchases_year,cost_purchases_year,enrollmentmethod,numorderone,numorderthreeone,numorderseventhree,numorderthirtyseven,numordersixtythirty,numorderyearsixty,sumrevone,sumrevthreeone,sumrevseventhree,sumrevthirtyseven,sumrevsixtythirty,sumrevyearsixty,numbamorder,numselforder,totalrev,aov,dayssincelastord,cuidshare,numstores,pospercentage,numinf,numinfconnect,numinfphone,numinfquote,percentlarge,percdirtythirty,percdirtyninetythirty,percdirtyyearninety,numbilling,numreturn,numwims,numproblem,numother,percentresolved,minnps,avgnps,maxnps,nps_count,numquote,numorderfromquote,quoteconrate,avgquoteprice,avgconquoteprice,numvisitone,numvisitthreeone,numvisitseventhree,numvisitthirtyseven,numvisitsixtythirty,numvisityearsixty,numvisittotal,numloggedinone,numloggedinthreeone,numloggedinseventhree,numloggedinthirtyseven,numloggedinsixtythirty,numloggedinyearsixty,numsecondsonsiteone,numsecondsonsitethreeone,numsecondsonsiteseventhree,numsecondsonsitethirtyseven,numsecondsonsitesixtythirty,numsecondsonsiteyearsixty,numtotalpageviewsone,numtotalpageviewsthreeone,numtotalpageviewsseventhree,numtotalpageviewsthirtyseven,numtotalpageviewssixtythirty,numtotalpageviewsyearsixty,numatcone,numatcthreeone,numatcseventhree,numatcthirtyseven,numatcsixtythirty,numatcyearsixty,numideaboardone,numideaboardthreeone,numideaboardseventhree,numideaboardthirtyseven,numideaboardsixtythirty,numideaboardyearsixty,dayssincelastvisit,sumatcprice,avgatcprice,numsearchtermsone,numsearchtermsthreeone,numsearchtermsseventhree,numsearchtermsthirtyseven,numsearchtermssixtythirty,numsearchtermsyearsixty,numskusviewedone,numskusviewedthreeone,numskusviewedseventhree,numskusviewedthirtyseven,numskusviewedsixtythirty,numskusviewedyearsixty,avgpriceone,avgpricethreeone,avgpriceseventhree,avgpricethirtyseven,avgpricesixtythirty,avgpriceyearsixty,avgprice,numtasksfirstintroone,numtasksfirstintrothreeone,numtasksfirstintroseventhree,numtasksfirstintrothirtyseven,numtasksfirstintrosixtythirty,numtasksfirstintroyearsixty,numtaskscadenceone,numtaskscadencethreeone,numtaskscadenceseventhree,numtaskscadencethirtyseven,numtaskscadencesixtythirty,numtaskscadenceyearsixty,numtasksreassignone,numtasksreassignthreeone,numtasksreassignseventhree,numtasksreassignthirtyseven,numtasksreassignsixtythirty,numtasksreassignyearsixty,numtaskscustactone,numtaskscustactthreeone,numtaskscustactseventhree,numtaskscustactthirtyseven,numtaskscustactsixtythirty,numtaskscustactyearsixty,numtasksotherone,numtasksotherthreeone,numtasksotherseventhree,numtasksotherthirtyseven,numtasksothersixtythirty,numtasksotheryearsixty,numcallsone,numcallsthreeone,numcallsseventhree,numcallsthirtyseven,numcallssixtythirty,numcallsyearsixty,numemailsone,numemailsthreeone,numemailsseventhree,numemailsthirtyseven,numemailssixtythirty,numemailsyearsixty,totalcalldurationone,totalcalldurationthreeone,totalcalldurationseventhree,totalcalldurationthirtyseven,totalcalldurationsixtythirty,totalcalldurationyearsixty,decmakerflagone,decmakerflagsevenone,decmakerflagfourteenseven,decmakerflagthirtyfourteen,percsecondsinbound,percemailopenedone,percemailopenedthreeone,percemailopenedseventhree,percemailopenedthirtyseven,percemailopenedsixtythirty,percemailopenedyearsixty,percemailclickedone,percemailclickedthreeone,percemailclickedseventhree,percemailclickedthirtyseven,percemailclickedsixtythirty,percemailclickedyearsixty,currentapplicability,numemaillist,dayssinceenrollment
3277,64252,0,0,Onboarding,Active,Business,US,Internal Application,None,1,6to10,5to25,directEIN,0,0,0,1,0,0,0,0,0,4.99,0,0,0,1,4.99,4.99,16,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,0,7,11,88,107,0,1,0,2,0,7,0,391,0,2985,9249,86415,0,13,0,96,197,893,0,0,0,2,3,5,0,0,0,1,0,3,3,2483.99,1241.995,0,0,0,2,1,11,0,4,0,15,40,142,,85.18,,1467.286667,63.62225,745.9403521,650.83801,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.666666667,0,0.2,0.424242424,0.394136808,0,0,0,0,0.212121212,0.153094463,,,16
3279,64286,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,2,9,18,0,0,0,6,2,6,0,0,0,5069,30801,2962,0,0,0,27,161,141,0,0,0,0,1,0,0,0,0,0,1,3,9,,,0,0,0,0,2,3,0,0,0,4,25,27,,,,215.495,298.5924,121.2174074,207.1367857,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,621,0,0,0,0,0,0,0.877616747,0,0,0,0,0,0.02962963,0,0,0,0,0,0.022222222,3,1,10
3280,64288,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,3,0,0,5,0,0,0,2,0,0,46,0,0,753,0,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,1,0,0,6,0,0,169.99,,,534.49,,,482.4185714,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,423,0,0,0,0,0,0,0.820330969,1,0.5,0.666666667,0.857142857,0,0,0,0.25,0.166666667,0.095238095,0,0,5,1,20
3281,64296,0,0,Onboarding,Active,Business,US,Affiliates,None,1,25plus,1to5,directEIN,0,0,0,0,1,0,0,0,0,0,696.98,0,0,1,696.98,696.98,60,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,22,4,26,0,0,0,0,12,0,0,0,0,0,20206,333,0,0,0,0,117,11,0,0,0,0,3,0,0,0,0,0,0,0,34,,,0,0,0,0,4,1,0,0,0,0,11,2,,,,,680.4663636,423.995,641.0092308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,195,0,0,0,0,0,,0,0,0,0,0.179487179,0.31358885,0,0,0,0,0.051282051,0.006968641,3,1,60
3282,64311,0,0,Onboarding,Enrolled,Business,CA,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,10,10,10,1,,,,,,0,3,2,11,1,8,25,0,1,0,2,0,0,0,2321,290,7401,297,1349,0,77,10,181,10,35,0,0,0,1,0,0,0,0,0,0,0,0,2,399,399,0,4,0,1,1,5,0,23,3,57,2,4,,245.6834783,609.9566667,361.015614,311.49,444.3875,342.2360674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,270,0,271,0,0,0,0,0,0,0,1,1,0.2,0.625,0,0,0,1,0.2,0.291666667,0,0,7,1,18
3283,64330,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,10,10,10,1,,,,,,0,0,0,1,3,8,12,0,0,0,0,3,0,0,0,0,5,2028,472,0,0,0,2,45,37,0,0,0,0,1,0,0,0,0,0,0,0,28,,,0,0,0,0,5,1,0,0,0,0,5,3,,,,,655.9,92.33,444.56125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,,0,0,0,0,0.25,0.090909091,0,0,0,0,0.25,0.090909091,,,57
3287,64421,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,9,26,39,0,0,1,1,5,0,0,0,892,420,8057,50073,0,0,10,12,88,150,0,0,0,0,1,0,0,0,0,0,0,0,4,,,0,0,1,0,1,7,0,0,1,3,18,25,,,549,231.33,516.7355556,896.8428,701.3893617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,42,211,0,0,0,0,0,0,0.75,0.125,0.285714286,0.1375,0.300970874,0.147559591,0,0,0.071428571,0.025,0.038834951,0.021566402,10,2,36
3289,64427,0,0,Onboarding,Active,Business,US,Affiliates,None,6to10,3to5,1to5,directEIN,0,1,0,0,0,0,0,347.96,0,0,0,0,0,1,347.96,347.96,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,14,1,0,4,11,33,2,7,0,0,0,0,198,7295,262,0,8,2065,7,98,10,0,5,39,0,2,1,0,0,0,0,0,0,0,0,0,1,677.2,112.8666667,0,1,0,0,0,1,3,12,3,0,4,13,330.5,146.5566667,72.66,,1932.5025,423.0015385,462.7768571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0.8,1,0,0,0,0.040540541,0.2,0.5,0,0,0,0.027027027,1,1,2
3294,64525,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,6to10,3to5,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,8,28,24,62,0,0,2,4,3,0,0,0,5416,8972,19352,25448,0,0,22,329,228,117,0,0,0,1,2,0,0,0,0,1,0,0,6,318.98,159.49,0,0,1,1,4,0,0,0,1,80,58,35,,,329.99,251.397125,583.0294828,417.9297143,395.8908621,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.5,0.5,0,,,32
3295,64532,0,0,Onboarding,Enrolled,Business,US,Social - Paid,None,2to5,6to10,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,12,2,7,22,0,1,0,2,0,3,0,526,0,22215,2041,2273,0,11,0,96,56,66,0,0,0,0,0,0,0,0,0,0,0,1,2,,,0,0,0,1,1,0,0,1,0,14,6,15,,1574,,680.7814286,133.8266667,306.9966667,458.6902778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,0.8,1,0.166666667,0.75,0.346153846,0.873015873,0,0,0,0.09375,0,0.047619048,3,2,18
3298,64656,0,0,Onboarding,Enrolled,Trade,US,Internal Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,2,9,18,0,0,0,5,0,0,0,0,0,5508,520,17431,0,0,0,107,13,91,0,0,0,1,0,2,0,0,0,1,0,0,20,3749.99,3749.99,0,0,0,0,0,2,0,0,0,34,5,27,,,,4222.408235,4285.992,5461.757778,4734.231818,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0.148148148,0.034482759,0.037037037,0,0,0,0,0,0.00617284,3,1,23
3300,64658,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,None,None,None,liveTransfer,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,9,9,9,1,,,,,,1,1,1,3,7,117,130,1,1,1,3,3,71,54,460,0,8728,4782,122507,2,5,1,24,31,1349,0,0,0,0,0,14,0,0,0,0,0,7,1,,,0,0,0,0,0,26,1,2,0,4,9,378,105.1,15.49,,126.9925,36.93111111,119.249709,116.8853299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,895,0,0,0,0,,0,0,0.714285714,0.947368421,0.688888889,0.689373297,0,0,0.142857143,0.131578947,0.088888889,0.174386921,7,1,75
3303,64712,1,131.81,Onboarding,Active,Business,US,Internal Application,Primary,None,None,None,email,0,0,0,1,0,0,0,0,0,260.88,0,0,1,0,260.88,260.88,25,1,1,0,4,0,4,0,0,0,0,0,,,,,,,10,10,10,1,,,,,,0,0,0,34,33,30,97,0,0,0,27,22,13,0,0,0,67426,93779,32058,0,0,0,529,1137,518,0,0,0,1,3,3,0,0,0,6,12,4,13,59.98,29.99,0,0,0,8,7,7,0,0,0,105,386,125,,,,144.9348571,97.78274611,288.58736,144.5385065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,906,0,41,0,0,0,0,0,0,0,0,0.223880597,0.156862745,0.056179775,0,0,0,0.044776119,0.039215686,0.011235955,5,2,114
3304,64726,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,6to10,25plus,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,3,31,36,1,0,0,1,3,11,124,0,0,274,710,19157,2,0,0,7,20,332,0,0,0,0,0,3,0,0,0,0,0,3,1,,,0,0,0,1,1,10,0,0,0,0,4,95,,,,,643.24,331.1546316,343.7641414,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,38,54,0,0,0,0,,0,0,0,0,0.5,0.353333333,0,0,0,0,0,0.033333333,,,74
3306,64740,0,0,Onboarding,Active,Trade,US,Affiliates,None,2to5,6to10,5to25,directEIN,0,0,0,1,0,0,0,0,0,1189.99,0,0,0,1,1189.99,1189.99,30,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,11,2,8,21,0,0,0,11,2,2,0,0,0,22806,6563,3311,0,0,0,100,17,116,0,0,0,1,1,2,0,0,0,0,0,0,9,1279.99,1279.99,0,0,0,2,0,0,0,0,0,13,1,33,,,,1250.533077,1099,210.1169697,516.8040426,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0.285714286,0.333333333,0.153846154,0.128205128,0.092399404,0,0,0,0,0,0.001490313,6.333333333,3,31
3308,64743,0,0,Onboarding,Active,Trade,US,Internal Application,Primary,2to5,None,None,phone,0,1,0,0,0,0,0,794.97,0,0,0,0,0,1,794.97,794.97,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,3,1,13,8,16,41,0,3,1,11,0,1,0,3701,3191,57853,17014,24155,0,43,10,213,57,152,0,1,0,2,0,0,0,1,0,4,0,1,3,2520,504,0,0,0,4,1,0,0,3,2,25,12,24,,483.2,362.47,327.6176,346.4841667,737.0158333,488.0480303,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0,7,1,3
3309,64767,0,0,Onboarding,Enrolled,Business,US,External Application,None,2to5,3to5,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,3,13,23,0,1,1,2,0,5,0,160,217,5832,6805,1573,0,5,13,40,6,60,0,0,0,0,0,1,0,0,0,0,0,0,2,,,0,0,3,1,0,0,0,0,2,7,0,10,,,339.99,375.5642857,,367.498,367.5742105,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,1,0.857142857,0.472222222,0.261904762,0.2,0,0,0,0,0.047619048,0.01,0,1,15
3312,64842,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,2to5,3to5,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,20,27,51,0,0,0,1,18,13,0,99,0,632,16082,17790,0,2,0,23,247,475,0,0,0,0,0,4,0,0,0,2,8,6,3,,,0,0,0,0,4,4,0,1,0,8,55,93,,128.99,,1065.85875,343.1954545,454.7449462,444.7317834,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,30,92,0,0,0,0,0,0,0,0,0,0.022727273,0.338235294,0.141843972,0,0,0,0.022727273,0.117647059,0.042553191,4,2,41
3313,64875,0,0,Onboarding,Enrolled,Business,US,External Application,Primary,None,None,None,email,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,12,15,0,1,0,0,1,3,0,13207,0,0,130,2159,0,45,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,3,,,0,1,0,0,0,1,0,7,0,0,0,20,,323.42,,,,505.9775,458.6477778,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0.022222222,0.027833002,0,0,0,0,0.022222222,0.019880716,5,2,3
3318,64970,0,0,Onboarding,Active,Business,US,Internal Application,None,11to50,3to5,None,directEIN,0,0,0,1,0,0,0,0,0,341.98,0,0,0,1,341.98,341.98,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,1,0,4,17,3,89,114,0,0,3,12,3,76,411,0,2499,16447,627,114933,7,0,19,359,16,1845,0,0,1,1,0,2,0,0,1,4,0,22,1,409.98,204.99,0,0,1,3,0,16,3,0,6,60,9,413,179.0133333,,467.1583333,426.1006667,425.3744444,292.1536077,312.4110794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0.333333333,0.142857143,0.176470588,0.19047619,0.028571429,0.068214804,0.333333333,0,0.058823529,0.095238095,0.014285714,0.033381713,10,2,12
3322,65121,0,0,Onboarding,Enrolled,Business,US,External Application,None,11to50,3to5,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,855,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,179.99,179.99,,,,,,,0,0,1,0,0,0,,,179.99,,,,179.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.5,0.166666667,0,0,0,7,1,6
3324,65130,0,0,Onboarding,Active,Trade,US,Internal Application,Primary,1,None,None,other,0,1,0,0,0,0,0,58.99,0,0,0,0,0,1,58.99,58.99,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,2,2,2,12,18,36,0,2,2,1,4,3,0,424,1283,2518,7361,14568,0,23,91,41,202,284,0,1,0,0,1,2,0,0,1,1,3,1,2,139.98,139.98,0,1,0,0,4,9,0,2,13,7,35,62,,649.99,231.8338462,128.9228571,265.8142857,718.9266129,496.5817647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.833333333,0.777777778,0.74,0.64,0,0,0,0.055555556,0.02,0.04,10,1,40
3327,65173,0,0,Onboarding,Enrolled,Trade,US,Social - Paid,None,1,None,None,other,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,108,474,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,7
3330,65224,0,0,Onboarding,Enrolled,Trade,US,Social - Paid,None,2to5,None,None,other,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,4,0,0,0,0,2,2,0,0,0,0,1820,10650,0,0,0,0,18,47,0,0,0,0,0,0,0,0,0,0,0,0,57,,,0,0,0,0,5,0,0,0,0,0,3,6,,,,,528.9933333,402.545,444.6944444,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,1,69
3331,65225,0,0,Onboarding,Enrolled,Trade,US,Internal Application,None,2to5,None,None,other,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,8,9,15,34,1,1,0,8,8,4,4390,8023,0,11668,22074,39775,36,17,0,259,151,227,0,0,0,1,2,3,1,0,0,4,4,3,1,1526.59,254.4316667,1,0,0,16,9,9,13,5,0,86,63,46,353.5484615,164.802,,376.8880233,691.361746,1202.719783,641.8469953,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,41,41,0,0,0,0,,0,0.25,0,0.119047619,0.06122449,0.033195021,0,0,0,0,0.020408163,0.020746888,3,1,67
3335,65287,1,459.98,Onboarding,Active,Business,US,External Application,None,11to50,25plus,None,directEIN,0,0,0,0,0,1,0,0,0,0,0,237.25,0,1,237.25,237.25,80,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,3,6,22,16,282,330,1,2,6,21,15,211,1957,740,11485,77440,23041,566751,16,58,355,1420,819,7481,0,0,0,1,1,14,0,0,4,13,3,41,1,529.99,529.99,0,1,4,7,2,27,4,23,157,582,287,2730,1363.7325,462.4286957,716.5572611,520.1193299,545.1778746,368.4972234,421.2961142,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,34,67,0,0,0,0,,0.333333333,0.25,0.333333333,0.16,0.157894737,0.28,0.333333333,0.25,0.2,0.106666667,0.078947368,0.168,8.5,2,80
3337,65305,0,0,Onboarding,Enrolled,Business,US,Social - Paid,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,2,12,20,0,0,0,5,0,7,0,0,0,3522,640,16882,0,0,0,149,15,311,0,0,0,0,0,3,0,0,0,0,0,0,24,,,0,0,0,3,1,3,0,0,0,35,5,51,,,,703.9622857,279.696,456.5031373,541.9650549,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0.25,0,0.09375,0.090909091,0.044843049,0,0,0,0.03125,0.045454545,0.00896861,3,1,29
3339,65327,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,2to5,None,lessthan1,other,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,5,3,28,37,0,0,0,2,0,0,0,0,3,3664,259,18413,0,0,1,56,15,196,0,0,0,0,0,0,0,0,0,1,0,0,5,,,0,0,0,1,0,0,0,0,0,16,7,54,,,,104.994375,219.9085714,417.5411111,334.6297403,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0.034883721,0.007352941,0.042553191,0,0,0,0.034883721,0.007352941,0.036170213,5.666666667,3,0
3340,65339,0,0,Onboarding,Active,Trade,US,Bulk Upload,Primary,None,None,None,phone,0,0,0,0,0,2,0,0,0,0,0,5755.94,2,0,5755.94,2877.97,70,1,1,0,2,0,2,0,1,0,0.5,0,0,9,1,0,10,0.1,,,,,4,2,0.5,2883.77,2807.98,1,0,1,16,6,77,101,0,0,0,7,1,26,0,0,339,12275,2536,57539,1,0,7,362,16,674,0,0,0,1,0,1,0,0,0,0,0,0,1,445.2,222.6,0,0,0,7,0,6,0,0,1,53,0,160,,,380,1699.849434,,1878.016375,1826.890841,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,501,1686,0,0,0,0,,0,0,0.461538462,0.254545455,0.2,0.378378378,0,0,0.230769231,0.127272727,0.066666667,0.162162162,7,1,89
3348,65447,1,1196.28,Onboarding,Active,Business,US,Internal Customer Scrape,Primary,None,None,None,liveTransfer,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,10,10,10,1,,,,,,2,3,0,3,12,113,133,1,1,0,1,4,69,1585,2848,0,624,17068,122490,28,58,0,14,175,1998,1,1,0,0,1,23,0,1,0,0,1,21,1,866.98,288.9933333,1,6,0,0,1,27,5,4,0,1,62,492,45.71,167.24,,158.99,272.8025806,403.6967886,384.0231915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0.5,0.5,0,1,0.8,0.457142857,0,0.5,0,0,0.3,0.085714286,,,0
3351,65545,0,0,Onboarding,Active,Business,US,Internal Application,None,2to5,3to5,1to5,directEIN,0,1,1,0,0,0,0,271.98,188.99,0,0,0,0,2,460.97,230.485,3,1,1,0,0,0,0,0,0,0.5,0,0,0,0,1,1,1,0.666666667,,,,,,,,,,0,1,3,0,0,22,26,0,1,2,0,0,0,0,699,5296,0,0,2269,0,20,23,0,0,95,0,1,1,0,0,1,0,0,0,0,0,0,3,392.98,196.49,0,1,1,0,0,2,0,3,1,0,0,26,,117.3266667,234.99,,,944.6634615,838.274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,1,0.857142857,0,0,0.577319588,0,0,0.142857143,0,0,0.051546392,1,1,4
